	Kingdom	Phylum	Class	Order	Family	Genus
SIP3317	Bacteria	Chloroflexi	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Not_annotated	Not_annotated
SIP3319	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceibacter
SIP3320	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Not_annotated	Not_annotated
SIP3321	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	Not_annotated	Not_annotated
SIP3322	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3323	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3325	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage
SIP3326	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3327	Bacteria	Proteobacteria	Deltaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3328	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
SIP3329	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Not_annotated
SIP3330	Bacteria	Chloroflexi	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3331	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Not_annotated
SIP3332	Bacteria	Proteobacteria	Deltaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3333	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3334	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera
SIP3335	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	Not_annotated	Not_annotated
SIP3336	Bacteria	Chloroflexi	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3337	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3338	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
SIP3339	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3340	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Not_annotated
SIP3341	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3342	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3343	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	Not_annotated
SIP3344	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	Not_annotated	Not_annotated
SIP3345	Eukaryota	Archaeplastida	Rhodophyceae	Florideophycidae	Rhodymeniophycidae	Not_annotated
SIP3346	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
SIP3347	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
SIP3348	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
SIP3349	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3350	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	Not_annotated
SIP3351	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3352	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3353	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
SIP3354	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3355	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3356	Bacteria	Parcubacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3357	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas
SIP3358	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
SIP3359	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	Not_annotated
SIP3360	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Not_annotated
SIP3361	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3362	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus
SIP3363	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia
SIP3364	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	marine_group
SIP3365	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3366	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Not_annotated	Not_annotated
SIP3367	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3368	Bacteria	Lentisphaerae	R76-B128	Not_annotated	Not_annotated	Not_annotated
SIP3369	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IIIa	Not_annotated
SIP3370	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia
SIP3371	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	Not_annotated
SIP3372	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
SIP3373	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Not_annotated
SIP3374	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita
SIP3375	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Not_annotated
SIP3376	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
SIP3377	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
SIP3378	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
SIP3379	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	marine_group
SIP3380	Archaea	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3381	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	Not_annotated
SIP3382	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3383	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Not_annotated
SIP3385	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3386	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3387	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3388	Bacteria	PAUC34f	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3389	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3390	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	Not_annotated
SIP3391	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
SIP3392	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Not_annotated
SIP3393	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
SIP3394	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3395	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	Not_annotated
SIP3396	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
SIP3397	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
SIP3398	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Not_annotated
SIP3399	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas
SIP3400	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
SIP3401	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis
SIP3402	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Not_annotated	Not_annotated
SIP3403	Bacteria	Chloroflexi	S085	Not_annotated	Not_annotated	Not_annotated
SIP3404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3405	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	Not_annotated	Not_annotated
SIP3406	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	Not_annotated
SIP3407	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3408	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
SIP3409	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
SIP3410	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3411	Bacteria	Parcubacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3412	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fulvivirga
SIP3413	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
SIP3414	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
SIP3415	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
SIP3416	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Not_annotated
SIP3417	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Not_annotated
SIP3418	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
SIP3419	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
SIP3420	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
SIP3421	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
SIP3422	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3423	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	Not_annotated
SIP3424	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
SIP3425	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Marine_Group_III	Not_annotated
SIP3426	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	Not_annotated	Not_annotated
SIP3427	Bacteria	Cyanobacteria	Chloroplast	Not_annotated	Not_annotated	Not_annotated
SIP3428	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Not_annotated
SIP3429	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
SIP3430	Bacteria	PAUC34f	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3431	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3432	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3433	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
SIP3434	Archaea	Thaumarchaeota	Marine_Benthic_Group_A	Not_annotated	Not_annotated	Not_annotated
SIP3435	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3436	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
SIP3437	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	Not_annotated
SIP3438	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3439	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3440	Bacteria	Verrucomicrobia	OPB35_soil_group	Not_annotated	Not_annotated	Not_annotated
SIP3441	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3443	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3444	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Not_annotated
SIP3445	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	Not_annotated
SIP3446	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Not_annotated	Not_annotated	Not_annotated
SIP3447	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Not_annotated
SIP3448	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3449	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	Not_annotated	Not_annotated
SIP3450	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
SIP3452	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	Not_annotated	Not_annotated
SIP3453	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Not_annotated
SIP3454	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
SIP3455	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella
SIP3456	Bacteria	PAUC34f	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3457	Bacteria	Planctomycetes	BD7-11	Not_annotated	Not_annotated	Not_annotated
SIP3458	Bacteria	Verrucomicrobia	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3459	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Not_annotated	Not_annotated
SIP3460	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	Not_annotated	Not_annotated
SIP3461	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
SIP3462	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	SAR202_Clade3
SIP3463	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Not_annotated
SIP3464	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus
SIP3465	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3466	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Not_annotated	Not_annotated
SIP3467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3468	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ZD0405	Not_annotated
SIP3469	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	Not_annotated
SIP3470	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	Not_annotated	Not_annotated
SIP3471	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3472	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
SIP3473	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3474	Bacteria	Chloroflexi	TK10	Not_annotated	Not_annotated	Not_annotated
SIP3475	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3476	Bacteria	Lentisphaerae	LD1-PA34	Not_annotated	Not_annotated	Not_annotated
SIP3477	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Not_annotated	Not_annotated
SIP3478	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Not_annotated
SIP3479	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3480	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Not_annotated	Not_annotated
SIP3481	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	Not_annotated
SIP3482	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Not_annotated
SIP3483	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3484	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
SIP3485	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3486	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	Not_annotated
SIP3487	Bacteria	Acidobacteria	Subgroup_26	Not_annotated	Not_annotated	Not_annotated
SIP3488	Bacteria	PAUC34f	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3489	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
SIP3490	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3491	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	Not_annotated	Not_annotated
SIP3492	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3493	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Not_annotated
SIP3494	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3495	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella
SIP3496	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	Not_annotated
SIP3497	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
SIP3498	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3499	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter
SIP3500	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	SAR202_Clade1
SIP3501	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3502	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Umboniibacter
SIP3503	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
SIP3504	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	Not_annotated	Not_annotated
SIP3505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	Not_annotated
SIP3506	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
SIP3507	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3508	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	Not_annotated	Not_annotated
SIP3509	Bacteria	Firmicutes	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3510	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
SIP3511	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3512	Bacteria	Verrucomicrobia	Opitutae	RS-B22	Not_annotated	Not_annotated
SIP3513	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	Not_annotated	Not_annotated
SIP3514	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3515	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Parvibaculum
SIP3517	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3518	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula
SIP3519	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3520	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	SAR202_Clade3
SIP3521	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
SIP3522	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
SIP3523	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
SIP3524	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3525	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Not_annotated
SIP3526	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3527	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceibacter
SIP3528	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3529	Bacteria	Parcubacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3530	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3531	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	Not_annotated	Not_annotated
SIP3532	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	SAR202_Clade2
SIP3533	Archaea	Woesearchaeota_(DHVEG-6)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3534	Bacteria	Proteobacteria	Gammaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3535	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata
SIP3536	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
SIP3537	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
SIP3538	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade1	SAR202_Clade1	SAR202_Clade1
SIP3539	Bacteria	Planctomycetes	OM190	Not_annotated	Not_annotated	Not_annotated
SIP3540	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3541	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Not_annotated
SIP3542	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3543	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	Not_annotated	Not_annotated
SIP3544	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
SIP3545	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3546	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Not_annotated
SIP3547	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3548	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Umboniibacter
SIP3549	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	Not_annotated
SIP3550	Bacteria	Parcubacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3551	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	Not_annotated
SIP3552	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3553	Bacteria	Marinimicrobia_(SAR406_clade)	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3554	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Not_annotated	Not_annotated	Not_annotated
SIP3555	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Not_annotated
SIP3556	Bacteria	Planctomycetes	OM190	Not_annotated	Not_annotated	Not_annotated
SIP3557	Bacteria	PAUC34f	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3558	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Not_annotated
SIP3559	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
SIP3560	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Not_annotated	Not_annotated
SIP3561	Bacteria	Cyanobacteria	ML635J-21	Not_annotated	Not_annotated	Not_annotated
SIP3562	Bacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3563	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3564	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	SAR202_Clade5
SIP3565	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade4	SAR202_Clade4	SAR202_Clade4
SIP3566	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3567	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
SIP3568	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
SIP3569	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia
SIP3570	Bacteria	Proteobacteria	Not_annotated	Not_annotated	Not_annotated	Not_annotated
SIP3571	Bacteria	Proteobacteria	Alphaproteobacteria	Not_annotated	Not_annotated	Not_annotated
SIP3572	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Trichodesmium
